Product,Land,Sugarcane,Straw,Sugar,Molasses,Filter Cake,Bagasse,Ethanol 1G,Ethanol 2G,Vinasse,Electricity,Biomethane,Hydrogen,Bio oil,SAF,Green diesel,Bio Gasoline,Methanol,Biochar,CO2,Carbon credit
Consumed - Scenario 134,45798.8581,3.8471040836e6,226681.217,0.0,0.0,0.0,961776.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 135,45798.8581,3.8471040836e6,226681.217,0.0,0.0,0.0,961776.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 136,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 137,45798.8581,3.8471040836e6,226681.217,0.0,0.0,0.0,961776.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 138,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 139,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 140,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 141,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 142,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 143,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 144,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 145,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 146,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 147,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 148,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 149,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 150,22897.8127,1.9234162696e6,113332.6085,0.0,0.0,0.0,480854.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 151,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 152,45798.8581,3.8471040836e6,226681.217,0.0,0.0,0.0,961776.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 153,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 154,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 155,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 156,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 157,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 158,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 159,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 160,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 161,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 162,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 163,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 164,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 165,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 166,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 167,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 168,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 169,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 170,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 171,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 172,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 173,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 174,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 175,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 176,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 177,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 178,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 179,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 180,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 181,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 182,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 183,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 184,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 185,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 186,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 187,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 188,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 189,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 190,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 191,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 192,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 193,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 194,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 195,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 196,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 197,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 198,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 199,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consumed - Scenario 200,46000.0,3.864e6,227676.7677,0.0,0.0,0.0,966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
